any;municipi;concepte;sexe;estat;valor
2021;Biure;proporció de població de 65 anys o més (%);total;;27,87
2021;Biure;edat mitjana;homes;;48,89
2021;Biure;edat mitjana;dones;;48,53
2021;Biure;edat mitjana;total;;48,72
2021;Biure;edat mediana;homes;;52,6
2021;Biure;edat mediana;dones;;48,8
2021;Biure;edat mediana;total;;51,8
2021;Blancafort;proporció sobre la població (%);homes;;52,27
2021;Blancafort;proporció sobre la població (%);dones;;47,73
2021;Blancafort;proporció sobre la població (%);total;;100,00
2021;Blancafort;proporció de població de 0 a 15 anys (%);homes;;10,14
2021;Blancafort;proporció de població de 0 a 15 anys (%);dones;;13,23
2021;Blancafort;proporció de població de 0 a 15 anys (%);total;;11,62
2021;Blancafort;proporció de població de 16 a 64 anys (%);homes;;67,63
2021;Blancafort;proporció de població de 16 a 64 anys (%);dones;;59,26
2021;Blancafort;proporció de població de 16 a 64 anys (%);total;;63,64
2021;Blancafort;proporció de població de 65 anys o més (%);homes;;22,22
2021;Blancafort;proporció de població de 65 anys o més (%);dones;;27,51
2021;Blancafort;proporció de població de 65 anys o més (%);total;;24,75
2021;Blancafort;edat mitjana;homes;;46,67
2021;Blancafort;edat mitjana;dones;;49,57
2021;Blancafort;edat mitjana;total;;48,05
2021;Blancafort;edat mediana;homes;;47,3
2021;Blancafort;edat mediana;dones;;50,3
2021;Blancafort;edat mediana;total;;49,0
2021;Blanes;proporció sobre la població (%);homes;;49,76
2021;Blanes;proporció sobre la població (%);dones;;50,24
2021;Blanes;proporció sobre la població (%);total;;100,00
2021;Blanes;proporció de població de 0 a 15 anys (%);homes;;15,23
2021;Blanes;proporció de població de 0 a 15 anys (%);dones;;14,17
2021;Blanes;proporció de població de 0 a 15 anys (%);total;;14,70
2021;Blanes;proporció de població de 16 a 64 anys (%);homes;;67,50
2021;Blanes;proporció de població de 16 a 64 anys (%);dones;;64,35
2021;Blanes;proporció de població de 16 a 64 anys (%);total;;65,92
2021;Blanes;proporció de població de 65 anys o més (%);homes;;17,27
2021;Blanes;proporció de població de 65 anys o més (%);dones;;21,48
2021;Blanes;proporció de població de 65 anys o més (%);total;;19,38
2021;Blanes;edat mitjana;homes;;42,44
2021;Blanes;edat mitjana;dones;;45,03
2021;Blanes;edat mitjana;total;;43,74
2021;Blanes;edat mediana;homes;;43,6
2021;Blanes;edat mediana;dones;;46,2
2021;Blanes;edat mediana;total;;44,9
2021;Boadella i les Escaules;proporció sobre la població (%);homes;;50,74
2021;Boadella i les Escaules;proporció sobre la població (%);dones;;49,26
2021;Boadella i les Escaules;proporció sobre la població (%);total;;100,00
2021;Boadella i les Escaules;proporció de població de 0 a 15 anys (%);homes;;10,22
2021;Boadella i les Escaules;proporció de població de 0 a 15 anys (%);dones;;12,78
2021;Boadella i les Escaules;proporció de població de 0 a 15 anys (%);total;;11,48
2021;Boadella i les Escaules;proporció de població de 16 a 64 anys (%);homes;;63,50
2021;Boadella i les Escaules;proporció de població de 16 a 64 anys (%);dones;;63,16
2021;Boadella i les Escaules;proporció de població de 16 a 64 anys (%);total;;63,33
2021;Boadella i les Escaules;proporció de població de 65 anys o més (%);homes;;26,28
2021;Boadella i les Escaules;proporció de població de 65 anys o més (%);dones;;24,06
2021;Boadella i les Escaules;proporció de població de 65 anys o més (%);total;;25,19
2021;Boadella i les Escaules;edat mitjana;homes;;48,43
2021;Boadella i les Escaules;edat mitjana;dones;;48,12
2021;Boadella i les Escaules;edat mitjana;total;;48,27
2021;Boadella i les Escaules;edat mediana;homes;;50,5
2021;Boadella i les Escaules;edat mediana;dones;;51,3
2021;Boadella i les Escaules;edat mediana;total;;51,0
2021;Bolvir;proporció sobre la població (%);homes;;52,86
2021;Bolvir;proporció sobre la població (%);dones;;47,14
2021;Bolvir;proporció sobre la població (%);total;;100,00
2021;Bolvir;proporció de població de 0 a 15 anys (%);homes;;16,99
2021;Bolvir;proporció de població de 0 a 15 anys (%);dones;;13,85
2021;Bolvir;proporció de població de 0 a 15 anys (%);total;;15,51
2021;Bolvir;proporció de població de 16 a 64 anys (%);homes;;67,57
2021;Bolvir;proporció de població de 16 a 64 anys (%);dones;;67,53
2021;Bolvir;proporció de població de 16 a 64 anys (%);total;;67,55
2021;Bolvir;proporció de població de 65 anys o més (%);homes;;15,44
2021;Bolvir;proporció de població de 65 anys o més (%);dones;;18,61
2021;Bolvir;proporció de població de 65 anys o més (%);total;;16,94
2021;Bolvir;edat mitjana;homes;;41,80
2021;Bolvir;edat mitjana;dones;;45,08
2021;Bolvir;edat mitjana;total;;43,34
2021;Bolvir;edat mediana;homes;;44,2
2021;Bolvir;edat mediana;dones;;47,6
2021;Bolvir;edat mediana;total;;45,7
2021;Bonastre;proporció sobre la població (%);homes;;52,62
2021;Bonastre;proporció sobre la població (%);dones;;47,38
2021;Bonastre;proporció sobre la població (%);total;;100,00
2021;Bonastre;proporció de població de 0 a 15 anys (%);homes;;17,80
2021;Bonastre;proporció de població de 0 a 15 anys (%);dones;;18,31
2021;Bonastre;proporció de població de 0 a 15 anys (%);total;;18,04
2021;Bonastre;proporció de població de 16 a 64 anys (%);homes;;66,75
2021;Bonastre;proporció de població de 16 a 64 anys (%);dones;;64,24
2021;Bonastre;proporció de població de 16 a 64 anys (%);total;;65,56
2021;Bonastre;proporció de població de 65 anys o més (%);homes;;15,45
2021;Bonastre;proporció de població de 65 anys o més (%);dones;;17,44
2021;Bonastre;proporció de població de 65 anys o més (%);total;;16,39
2021;Bonastre;edat mitjana;homes;;43,03
2021;Bonastre;edat mitjana;dones;;41,93
2021;Bonastre;edat mitjana;total;;42,51
2021;Bonastre;edat mediana;homes;;45,9
2021;Bonastre;edat mediana;dones;;42,3
2021;Bonastre;edat mediana;total;;44,5
2021;Bòrdes, Es;proporció sobre la població (%);homes;;55,44
2021;Bòrdes, Es;proporció sobre la població (%);dones;;44,56
2021;Bòrdes, Es;proporció sobre la població (%);total;;100,00
2021;Bòrdes, Es;proporció de població de 0 a 15 anys (%);homes;;12,66
2021;Bòrdes, Es;proporció de població de 0 a 15 anys (%);dones;;14,17
2021;Bòrdes, Es;proporció de població de 0 a 15 anys (%);total;;13,33
2021;Bòrdes, Es;proporció de població de 16 a 64 anys (%);homes;;70,89
2021;Bòrdes, Es;proporció de població de 16 a 64 anys (%);dones;;66,93
2021;Bòrdes, Es;proporció de població de 16 a 64 anys (%);total;;69,12
2021;Bòrdes, Es;proporció de població de 65 anys o més (%);homes;;16,46
2021;Bòrdes, Es;proporció de població de 65 anys o més (%);dones;;18,90
2021;Bòrdes, Es;proporció de població de 65 anys o més (%);total;;17,54
2021;Bòrdes, Es;edat mitjana;homes;;44,62
2021;Bòrdes, Es;edat mitjana;dones;;44,78
2021;Bòrdes, Es;edat mitjana;total;;44,69
2021;Bòrdes, Es;edat mediana;homes;;45,3
2021;Bòrdes, Es;edat mediana;dones;;45,7
2021;Bòrdes, Es;edat mediana;total;;45,5
2021;Bordils;proporció sobre la població (%);homes;;50,36
2021;Bordils;proporció sobre la població (%);dones;;49,64
2021;Bordils;proporció sobre la població (%);total;;100,00
2021;Bordils;proporció de població de 0 a 15 anys (%);homes;;17,59
2021;Bordils;proporció de població de 0 a 15 anys (%);dones;;17,17
2021;Bordils;proporció de població de 0 a 15 anys (%);total;;17,38
2021;Bordils;proporció de població de 16 a 64 anys (%);homes;;66,92
2021;Bordils;proporció de població de 16 a 64 anys (%);dones;;64,20
2021;Bordils;proporció de població de 16 a 64 anys (%);total;;65,57
2021;Bordils;proporció de població de 65 anys o més (%);homes;;15,49
2021;Bordils;proporció de població de 65 anys o més (%);dones;;18,63
2021;Bordils;proporció de població de 65 anys o més (%);total;;17,05
2021;Bordils;edat mitjana;homes;;41,09
2021;Bordils;edat mitjana;dones;;43,04
2021;Bordils;edat mitjana;total;;42,06
2021;Bordils;edat mediana;homes;;43,0
2021;Bordils;edat mediana;dones;;43,7
2021;Bordils;edat mediana;total;;43,3
2021;Borges Blanques, les;proporció sobre la població (%);homes;;51,13
2021;Borges Blanques, les;proporció sobre la població (%);dones;;48,87
2021;Borges Blanques, les;proporció sobre la població (%);total;;100,00
2021;Borges Blanques, les;proporció de població de 0 a 15 anys (%);homes;;16,77
2021;Borges Blanques, les;proporció de població de 0 a 15 anys (%);dones;;16,16
2021;Borges Blanques, les;proporció de població de 0 a 15 anys (%);total;;16,47
2021;Borges Blanques, les;proporció de població de 16 a 64 anys (%);homes;;63,90
2021;Borges Blanques, les;proporció de població de 16 a 64 anys (%);dones;;59,48
2021;Borges Blanques, les;proporció de població de 16 a 64 anys (%);total;;61,74
2021;Borges Blanques, les;proporció de població de 65 anys o més (%);homes;;19,33
2021;Borges Blanques, les;proporció de població de 65 anys o més (%);dones;;24,36
2021;Borges Blanques, les;proporció de població de 65 anys o més (%);total;;21,79
2021;Borges Blanques, les;edat mitjana;homes;;42,74
2021;Borges Blanques, les;edat mitjana;dones;;45,28
2021;Borges Blanques, les;edat mitjana;total;;43,98
2021;Borges Blanques, les;edat mediana;homes;;43,8
2021;Borges Blanques, les;edat mediana;dones;;45,4
2021;Borges Blanques, les;edat mediana;total;;44,5
2021;Borges del Camp, les;proporció sobre la població (%);homes;;51,34
2021;Borges del Camp, les;proporció sobre la població (%);dones;;48,66
2021;Borges del Camp, les;proporció sobre la població (%);total;;100,00
2021;Borges del Camp, les;proporció de població de 0 a 15 anys (%);homes;;19,46
2021;Borges del Camp, les;proporció de població de 0 a 15 anys (%);dones;;16,21
2021;Borges del Camp, les;proporció de població de 0 a 15 anys (%);total;;17,88
2021;Borges del Camp, les;proporció de població de 16 a 64 anys (%);homes;;64,25
2021;Borges del Camp, les;proporció de població de 16 a 64 anys (%);dones;;60,41
2021;Borges del Camp, les;proporció de població de 16 a 64 anys (%);total;;62,38
2021;Borges del Camp, les;proporció de població de 65 anys o més (%);homes;;16,29
2021;Borges del Camp, les;proporció de població de 65 anys o més (%);dones;;23,38
2021;Borges del Camp, les;proporció de població de 65 anys o més (%);total;;19,74
2021;Borges del Camp, les;edat mitjana;homes;;41,37
2021;Borges del Camp, les;edat mitjana;dones;;44,52
2021;Borges del Camp, les;edat mitjana;total;;42,90
2021;Borges del Camp, les;edat mediana;homes;;43,3
2021;Borges del Camp, les;edat mediana;dones;;44,5
2021;Borges del Camp, les;edat mediana;total;;43,9
2021;Borrassà;proporció sobre la població (%);homes;;51,87
2021;Borrassà;proporció sobre la població (%);dones;;48,13
2021;Borrassà;proporció sobre la població (%);total;;100,00
2021;Borrassà;proporció de població de 0 a 15 anys (%);homes;;21,08
2021;Borrassà;proporció de població de 0 a 15 anys (%);dones;;18,56
2021;Borrassà;proporció de població de 0 a 15 anys (%);total;;19,87
2021;Borrassà;proporció de població de 16 a 64 anys (%);homes;;62,21
2021;Borrassà;proporció de població de 16 a 64 anys (%);dones;;61,77
2021;Borrassà;proporció de població de 16 a 64 anys (%);total;;62,00
2021;Borrassà;proporció de població de 65 anys o més (%);homes;;16,71
2021;Borrassà;proporció de població de 65 anys o més (%);dones;;19,67
2021;Borrassà;proporció de població de 65 anys o més (%);total;;18,13
2021;Borrassà;edat mitjana;homes;;40,81
2021;Borrassà;edat mitjana;dones;;43,27
2021;Borrassà;edat mitjana;total;;42,00
2021;Borrassà;edat mediana;homes;;42,4
2021;Borrassà;edat mediana;dones;;43,5
2021;Borrassà;edat mediana;total;;43,0
2021;Borredà;proporció sobre la població (%);homes;;56,64
2021;Borredà;proporció sobre la població (%);dones;;43,36
2021;Borredà;proporció sobre la població (%);total;;100,00
2021;Borredà;proporció de població de 0 a 15 anys (%);homes;;9,62
2021;Borredà;proporció de població de 0 a 15 anys (%);dones;;9,55
2021;Borredà;proporció de població de 0 a 15 anys (%);total;;9,59
2021;Borredà;proporció de població de 16 a 64 anys (%);homes;;67,69
2021;Borredà;proporció de població de 16 a 64 anys (%);dones;;57,79
2021;Borredà;proporció de població de 16 a 64 anys (%);total;;63,40
2021;Borredà;proporció de població de 65 anys o més (%);homes;;22,69
2021;Borredà;proporció de població de 65 anys o més (%);dones;;32,66
2021;Borredà;proporció de població de 65 anys o més (%);total;;27,02
2021;Borredà;edat mitjana;homes;;46,37
2021;Borredà;edat mitjana;dones;;52,18
2021;Borredà;edat mitjana;total;;48,89
2021;Borredà;edat mediana;homes;;47,4
2021;Borredà;edat mediana;dones;;54,8
2021;Borredà;edat mediana;total;;51,6
2021;Bossòst;proporció sobre la població (%);homes;;48,88
2021;Bossòst;proporció sobre la població (%);dones;;51,12
2021;Bossòst;proporció sobre la població (%);total;;100,00
2021;Bossòst;proporció de població de 0 a 15 anys (%);homes;;12,82
2021;Bossòst;proporció de població de 0 a 15 anys (%);dones;;14,01
2021;Bossòst;proporció de població de 0 a 15 anys (%);total;;13,43
2021;Bossòst;proporció de població de 16 a 64 anys (%);homes;;70,70
2021;Bossòst;proporció de població de 16 a 64 anys (%);dones;;65,50
2021;Bossòst;proporció de població de 16 a 64 anys (%);total;;68,04
2021;Bossòst;proporció de població de 65 anys o més (%);homes;;16,48
2021;Bossòst;proporció de població de 65 anys o més (%);dones;;20,49
2021;Bossòst;proporció de població de 65 anys o més (%);total;;18,53
2021;Bossòst;edat mitjana;homes;;44,15
2021;Bossòst;edat mitjana;dones;;45,33
2021;Bossòst;edat mitjana;total;;44,75
2021;Bossòst;edat mediana;homes;;44,4
2021;Bossòst;edat mediana;dones;;45,6
2021;Bossòst;edat mediana;total;;44,8
2021;Bot;proporció sobre la població (%);homes;;50,71
2021;Bot;proporció sobre la població (%);dones;;49,29
2021;Bot;proporció sobre la població (%);total;;100,00
2021;Bot;proporció de població de 0 a 15 anys (%);homes;;10,21
2021;Bot;proporció de població de 0 a 15 anys (%);dones;;9,06
2021;Bot;proporció de població de 0 a 15 anys (%);total;;9,64
2021;Bot;proporció de població de 16 a 64 anys (%);homes;;57,04
2021;Bot;proporció de població de 16 a 64 anys (%);dones;;52,54
2021;Bot;proporció de població de 16 a 64 anys (%);total;;54,82
2021;Bot;proporció de població de 65 anys o més (%);homes;;32,75
2021;Bot;proporció de població de 65 anys o més (%);dones;;38,41
2021;Bot;proporció de població de 65 anys o més (%);total;;35,54
2021;Bot;edat mitjana;homes;;50,55
2021;Bot;edat mitjana;dones;;53,80
2021;Bot;edat mitjana;total;;52,15
2021;Bot;edat mediana;homes;;52,4
2021;Bot;edat mediana;dones;;57,0
2021;Bot;edat mediana;total;;54,8
2021;Botarell;proporció sobre la població (%);homes;;51,06
2021;Botarell;proporció sobre la població (%);dones;;48,94
2021;Botarell;proporció sobre la població (%);total;;100,00
2021;Botarell;proporció de població de 0 a 15 anys (%);homes;;17,45
2021;Botarell;proporció de població de 0 a 15 anys (%);dones;;18,01
2021;Botarell;proporció de població de 0 a 15 anys (%);total;;17,72
2021;Botarell;proporció de població de 16 a 64 anys (%);homes;;70,32
2021;Botarell;proporció de població de 16 a 64 anys (%);dones;;66,60
2021;Botarell;proporció de població de 16 a 64 anys (%);total;;68,50
2021;Botarell;proporció de població de 65 anys o més (%);homes;;12,23
2021;Botarell;proporció de població de 65 anys o més (%);dones;;15,38
2021;Botarell;proporció de població de 65 anys o més (%);total;;13,77
2021;Botarell;edat mitjana;homes;;40,90
2021;Botarell;edat mitjana;dones;;42,22
2021;Botarell;edat mitjana;total;;41,55
2021;Botarell;edat mediana;homes;;44,1
2021;Botarell;edat mediana;dones;;43,5
2021;Botarell;edat mediana;total;;43,8
2021;Bovera;proporció sobre la població (%);homes;;56,15
2021;Bovera;proporció sobre la població (%);dones;;43,85
2021;Bovera;proporció sobre la població (%);total;;100,00
2021;Bovera;proporció de població de 0 a 15 anys (%);homes;;8,90
2021;Bovera;proporció de població de 0 a 15 anys (%);dones;;9,65
2021;Bovera;proporció de població de 0 a 15 anys (%);total;;9,23
2021;Bovera;proporció de població de 16 a 64 anys (%);homes;;60,27
2021;Bovera;proporció de població de 16 a 64 anys (%);dones;;48,25
2021;Bovera;proporció de població de 16 a 64 anys (%);total;;55,00
2021;Bovera;proporció de població de 65 anys o més (%);homes;;30,82
2021;Bovera;proporció de població de 65 anys o més (%);dones;;42,11
2021;Bovera;proporció de població de 65 anys o més (%);total;;35,77
2021;Bovera;edat mitjana;homes;;53,84
2021;Bovera;edat mitjana;dones;;57,96
2021;Bovera;edat mitjana;total;;55,65
2021;Bovera;edat mediana;homes;;56,0
2021;Bovera;edat mediana;dones;;62,0
2021;Bovera;edat mediana;total;;59,2
2021;Bràfim;proporció sobre la població (%);homes;;49,57
2021;Bràfim;proporció sobre la població (%);dones;;50,43
2021;Bràfim;proporció sobre la població (%);total;;100,00
2021;Bràfim;proporció de població de 0 a 15 anys (%);homes;;17,54
2021;Bràfim;proporció de població de 0 a 15 anys (%);dones;;18,39
2021;Bràfim;proporció de població de 0 a 15 anys (%);total;;17,97
2021;Bràfim;proporció de població de 16 a 64 anys (%);homes;;63,74
2021;Bràfim;proporció de població de 16 a 64 anys (%);dones;;56,32
2021;Bràfim;proporció de població de 16 a 64 anys (%);total;;60,00
2021;Bràfim;proporció de població de 65 anys o més (%);homes;;18,71
2021;Bràfim;proporció de població de 65 anys o més (%);dones;;25,29
2021;Bràfim;proporció de població de 65 anys o més (%);total;;22,03
2021;Bràfim;edat mitjana;homes;;43,02
2021;Bràfim;edat mitjana;dones;;45,69
2021;Bràfim;edat mitjana;total;;44,37
2021;Bràfim;edat mediana;homes;;44,0
2021;Bràfim;edat mediana;dones;;45,3
2021;Bràfim;edat mediana;total;;44,6
2021;Breda;proporció sobre la població (%);homes;;49,49
2021;Breda;proporció sobre la població (%);dones;;50,51
2021;Breda;proporció sobre la població (%);total;;100,00
2021;Breda;proporció de població de 0 a 15 anys (%);homes;;13,70
2021;Breda;proporció de població de 0 a 15 anys (%);dones;;14,61
2021;Breda;proporció de població de 0 a 15 anys (%);total;;14,16
2021;Breda;proporció de població de 16 a 64 anys (%);homes;;66,23
2021;Breda;proporció de població de 16 a 64 anys (%);dones;;61,64
2021;Breda;proporció de població de 16 a 64 anys (%);total;;63,91
2021;Breda;proporció de població de 65 anys o més (%);homes;;20,07
2021;Breda;proporció de població de 65 anys o més (%);dones;;23,75
2021;Breda;proporció de població de 65 anys o més (%);total;;21,93
2021;Breda;edat mitjana;homes;;44,49
2021;Breda;edat mitjana;dones;;46,34
2021;Breda;edat mitjana;total;;45,42
2021;Breda;edat mediana;homes;;46,4
2021;Breda;edat mediana;dones;;47,8
2021;Breda;edat mediana;total;;47,3
2021;Bruc, el;proporció sobre la població (%);homes;;53,28
2021;Bruc, el;proporció sobre la població (%);dones;;46,72
2021;Bruc, el;proporció sobre la població (%);total;;100,00
2021;Bruc, el;proporció de població de 0 a 15 anys (%);homes;;17,97
2021;Bruc, el;proporció de població de 0 a 15 anys (%);dones;;18,92
2021;Bruc, el;proporció de població de 0 a 15 anys (%);total;;18,42
2021;Bruc, el;proporció de població de 16 a 64 anys (%);homes;;69,30
2021;Bruc, el;proporció de població de 16 a 64 anys (%);dones;;68,24
2021;Bruc, el;proporció de població de 16 a 64 anys (%);total;;68,80
2021;Bruc, el;proporció de població de 65 anys o més (%);homes;;12,73
2021;Bruc, el;proporció de població de 65 anys o més (%);dones;;12,84
2021;Bruc, el;proporció de població de 65 anys o més (%);total;;12,78
2021;Bruc, el;edat mitjana;homes;;40,49
2021;Bruc, el;edat mitjana;dones;;40,48
2021;Bruc, el;edat mitjana;total;;40,49
2021;Bruc, el;edat mediana;homes;;43,2
2021;Bruc, el;edat mediana;dones;;42,1
2021;Bruc, el;edat mediana;total;;42,7
2021;Brull, el;proporció sobre la població (%);homes;;54,18
2021;Brull, el;proporció sobre la població (%);dones;;45,82
2021;Brull, el;proporció sobre la població (%);total;;100,00
2021;Brull, el;proporció de població de 0 a 15 anys (%);homes;;18,79
2021;Brull, el;proporció de població de 0 a 15 anys (%);dones;;21,43
2021;Brull, el;proporció de població de 0 a 15 anys (%);total;;20,00
2021;Brull, el;proporció de població de 16 a 64 anys (%);homes;;67,79
2021;Brull, el;proporció de població de 16 a 64 anys (%);dones;;61,11
2021;Brull, el;proporció de població de 16 a 64 anys (%);total;;64,73
2021;Brull, el;proporció de població de 65 anys o més (%);homes;;13,42
2021;Brull, el;proporció de població de 65 anys o més (%);dones;;17,46
2021;Brull, el;proporció de població de 65 anys o més (%);total;;15,27
2021;Brull, el;edat mitjana;homes;;40,69
2021;Brull, el;edat mitjana;dones;;42,00
2021;Brull, el;edat mitjana;total;;41,29
2021;Brull, el;edat mediana;homes;;40,9
2021;Brull, el;edat mediana;dones;;45,8
2021;Brull, el;edat mediana;total;;43,5
2021;Brunyola i Sant Martí Sapresa;proporció sobre la població (%);homes;;51,28
2021;Brunyola i Sant Martí Sapresa;proporció sobre la població (%);dones;;48,72
2021;Brunyola i Sant Martí Sapresa;proporció sobre la població (%);total;;100,00
2021;Brunyola i Sant Martí Sapresa;proporció de població de 0 a 15 anys (%);homes;;10,00
2021;Brunyola i Sant Martí Sapresa;proporció de població de 0 a 15 anys (%);dones;;14,21
2021;Brunyola i Sant Martí Sapresa;proporció de població de 0 a 15 anys (%);total;;12,05
2021;Brunyola i Sant Martí Sapresa;proporció de població de 16 a 64 anys (%);homes;;66,50
2021;Brunyola i Sant Martí Sapresa;proporció de població de 16 a 64 anys (%);dones;;60,53
2021;Brunyola i Sant Martí Sapresa;proporció de població de 16 a 64 anys (%);total;;63,59
2021;Brunyola i Sant Martí Sapresa;proporció de població de 65 anys o més (%);homes;;23,50
2021;Brunyola i Sant Martí Sapresa;proporció de població de 65 anys o més (%);dones;;25,26
2021;Brunyola i Sant Martí Sapresa;proporció de població de 65 anys o més (%);total;;24,36
2021;Brunyola i Sant Martí Sapresa;edat mitjana;homes;;46,18
2021;Brunyola i Sant Martí Sapresa;edat mitjana;dones;;45,95
2021;Brunyola i Sant Martí Sapresa;edat mitjana;total;;46,07
2021;Brunyola i Sant Martí Sapresa;edat mediana;homes;;47,5
2021;Brunyola i Sant Martí Sapresa;edat mediana;dones;;46,7
2021;Brunyola i Sant Martí Sapresa;edat mediana;total;;46,9
2021;Cabacés;proporció sobre la població (%);homes;;52,73
2021;Cabacés;proporció sobre la població (%);dones;;47,27
2021;Cabacés;proporció sobre la població (%);total;;100,00
2021;Cabacés;proporció de població de 0 a 15 anys (%);homes;;11,59
2021;Cabacés;proporció de població de 0 a 15 anys (%);dones;;14,97
2021;Cabacés;proporció de població de 0 a 15 anys (%);total;;13,18
2021;Cabacés;proporció de població de 16 a 64 anys (%);homes;;63,41
2021;Cabacés;proporció de població de 16 a 64 anys (%);dones;;53,74
2021;Cabacés;proporció de població de 16 a 64 anys (%);total;;58,84
2021;Cabacés;proporció de població de 65 anys o més (%);homes;;25,00
2021;Cabacés;proporció de població de 65 anys o més (%);dones;;31,29
2021;Cabacés;proporció de població de 65 anys o més (%);total;;27,97
2021;Cabacés;edat mitjana;homes;;47,62
2021;Cabacés;edat mitjana;dones;;48,15
2021;Cabacés;edat mitjana;total;;47,87
2021;Cabacés;edat mediana;homes;;48,0
2021;Cabacés;edat mediana;dones;;50,5
2021;Cabacés;edat mediana;total;;48,3
2021;Cabanabona;proporció sobre la població (%);homes;;45,00
2021;Cabanabona;proporció sobre la població (%);dones;;55,00
2021;Cabanabona;proporció sobre la població (%);total;;100,00
2021;Cabanabona;proporció de població de 0 a 15 anys (%);homes;;3,70
2021;Cabanabona;proporció de població de 0 a 15 anys (%);dones;;3,03
2021;Cabanabona;proporció de població de 0 a 15 anys (%);total;;3,33
2021;Cabanabona;proporció de població de 16 a 64 anys (%);homes;;77,78
2021;Cabanabona;proporció de població de 16 a 64 anys (%);dones;;51,52
2021;Cabanabona;proporció de població de 16 a 64 anys (%);total;;63,33
2021;Cabanabona;proporció de població de 65 anys o més (%);homes;;18,52
2021;Cabanabona;proporció de població de 65 anys o més (%);dones;;45,45
2021;Cabanabona;proporció de població de 65 anys o més (%);total;;33,33
2021;Cabanabona;edat mitjana;homes;;48,54
2021;Cabanabona;edat mitjana;dones;;62,86
2021;Cabanabona;edat mitjana;total;;56,42
2021;Cabanabona;edat mediana;homes;;49,5
2021;Cabanabona;edat mediana;dones;;60,8
2021;Cabanabona;edat mediana;total;;56,5
2021;Cabanelles;proporció sobre la població (%);homes;;55,89
2021;Cabanelles;proporció sobre la població (%);dones;;44,11
2021;Cabanelles;proporció sobre la població (%);total;;100,00
2021;Cabanelles;proporció de població de 0 a 15 anys (%);homes;;18,37
2021;Cabanelles;proporció de població de 0 a 15 anys (%);dones;;16,38
2021;Cabanelles;proporció de població de 0 a 15 anys (%);total;;17,49
2021;Cabanelles;proporció de població de 16 a 64 anys (%);homes;;63,27
2021;Cabanelles;proporció de població de 16 a 64 anys (%);dones;;53,45
2021;Cabanelles;proporció de població de 16 a 64 anys (%);total;;58,94
2021;Cabanelles;proporció de població de 65 anys o més (%);homes;;18,37
2021;Cabanelles;proporció de població de 65 anys o més (%);dones;;30,17
2021;Cabanelles;proporció de població de 65 anys o més (%);total;;23,57
2021;Cabanelles;edat mitjana;homes;;42,92
2021;Cabanelles;edat mitjana;dones;;45,54
2021;Cabanelles;edat mitjana;total;;44,08
2021;Cabanelles;edat mediana;homes;;44,4
2021;Cabanelles;edat mediana;dones;;42,7
2021;Cabanelles;edat mediana;total;;43,8
2021;Cabanes;proporció sobre la població (%);homes;;54,33
2021;Cabanes;proporció sobre la població (%);dones;;45,67
2021;Cabanes;proporció sobre la població (%);total;;100,00
2021;Cabanes;proporció de població de 0 a 15 anys (%);homes;;14,01
2021;Cabanes;proporció de població de 0 a 15 anys (%);dones;;15,51
2021;Cabanes;proporció de població de 0 a 15 anys (%);total;;14,69
2021;Cabanes;proporció de població de 16 a 64 anys (%);homes;;65,37
2021;Cabanes;proporció de població de 16 a 64 anys (%);dones;;61,57
2021;Cabanes;proporció de població de 16 a 64 anys (%);total;;63,64
2021;Cabanes;proporció de població de 65 anys o més (%);homes;;20,62
2021;Cabanes;proporció de població de 65 anys o més (%);dones;;22,92
2021;Cabanes;proporció de població de 65 anys o més (%);total;;21,67
2021;Cabanes;edat mitjana;homes;;43,81
2021;Cabanes;edat mitjana;dones;;44,85
2021;Cabanes;edat mitjana;total;;44,29
2021;Cabanes;edat mediana;homes;;44,5
2021;Cabanes;edat mediana;dones;;45,9
2021;Cabanes;edat mediana;total;;45,3
2021;Cabanyes, les;proporció sobre la població (%);homes;;51,09
2021;Cabanyes, les;proporció sobre la població (%);dones;;48,91
2021;Cabanyes, les;proporció sobre la població (%);total;;100,00
2021;Cabanyes, les;proporció de població de 0 a 15 anys (%);homes;;23,11
2021;Cabanyes, les;proporció de població de 0 a 15 anys (%);dones;;17,85
2021;Cabanyes, les;proporció de població de 0 a 15 anys (%);total;;20,54
2021;Cabanyes, les;proporció de població de 16 a 64 anys (%);homes;;63,88
2021;Cabanyes, les;proporció de població de 16 a 64 anys (%);dones;;67,95
2021;Cabanyes, les;proporció de població de 16 a 64 anys (%);total;;65,87
2021;Cabanyes, les;proporció de població de 65 anys o més (%);homes;;13,01
2021;Cabanyes, les;proporció de població de 65 anys o més (%);dones;;14,20
2021;Cabanyes, les;proporció de població de 65 anys o més (%);total;;13,59
2021;Cabanyes, les;edat mitjana;homes;;39,00
2021;Cabanyes, les;edat mitjana;dones;;40,33
2021;Cabanyes, les;edat mitjana;total;;39,65
2021;Cabanyes, les;edat mediana;homes;;41,2
2021;Cabanyes, les;edat mediana;dones;;41,0
2021;Cabanyes, les;edat mediana;total;;41,1
2021;Cabó;proporció sobre la població (%);homes;;50,52
2021;Cabó;proporció sobre la població (%);dones;;49,48
2021;Cabó;proporció sobre la població (%);total;;100,00
2021;Cabó;proporció de població de 0 a 15 anys (%);homes;;8,16
2021;Cabó;proporció de població de 0 a 15 anys (%);dones;;12,50
