any;municipi;concepte;estat;valor
2016;Pobla de Lillet, la;població amb estudis baixos (%);..;null
2016;Pobla de Lillet, la;població jove sense estudis postobligatoris (%);..;null
2016;Pobla de Lillet, la;estrangers de països de renda baixa o mitjana (%);;3,0
2016;Pobla de Lillet, la;renda mitjana per persona (€);;13461
2016;Pobla de Mafumet, la;població ocupada (%);;68,5
2016;Pobla de Mafumet, la;treballadors de baixa qualificació (%);;15,2
2016;Pobla de Mafumet, la;població amb estudis baixos (%);..;null
2016;Pobla de Mafumet, la;població jove sense estudis postobligatoris (%);..;null
2016;Pobla de Mafumet, la;estrangers de països de renda baixa o mitjana (%);;7,8
2016;Pobla de Mafumet, la;renda mitjana per persona (€);;10910
2016;Pobla de Massaluca, la;població ocupada (%);;60,7
2016;Pobla de Massaluca, la;treballadors de baixa qualificació (%);..;null
2016;Pobla de Massaluca, la;població amb estudis baixos (%);..;null
2016;Pobla de Massaluca, la;població jove sense estudis postobligatoris (%);..;null
2016;Pobla de Massaluca, la;estrangers de països de renda baixa o mitjana (%);;3,6
2016;Pobla de Massaluca, la;renda mitjana per persona (€);;10019
2016;Pobla de Montornès, la;població ocupada (%);;57,7
2016;Pobla de Montornès, la;treballadors de baixa qualificació (%);;13,3
2016;Pobla de Montornès, la;població amb estudis baixos (%);..;null
2016;Pobla de Montornès, la;població jove sense estudis postobligatoris (%);..;null
2016;Pobla de Montornès, la;estrangers de països de renda baixa o mitjana (%);;5,0
2016;Pobla de Montornès, la;renda mitjana per persona (€);;10433
2016;Pobla de Segur, la;població ocupada (%);;60,2
2016;Pobla de Segur, la;treballadors de baixa qualificació (%);;15,8
2016;Pobla de Segur, la;població amb estudis baixos (%);..;null
2016;Pobla de Segur, la;població jove sense estudis postobligatoris (%);..;null
2016;Pobla de Segur, la;estrangers de països de renda baixa o mitjana (%);;13,7
2016;Pobla de Segur, la;renda mitjana per persona (€);;12461
2016;Poboleda;població ocupada (%);;62,2
2016;Poboleda;treballadors de baixa qualificació (%);..;null
2016;Poboleda;població amb estudis baixos (%);..;null
2016;Poboleda;població jove sense estudis postobligatoris (%);..;null
2016;Poboleda;estrangers de països de renda baixa o mitjana (%);;11,8
2016;Poboleda;renda mitjana per persona (€);;9865
2016;Polinyà;població ocupada (%);;71,0
2016;Polinyà;treballadors de baixa qualificació (%);;13,6
2016;Polinyà;població amb estudis baixos (%);..;null
2016;Polinyà;població jove sense estudis postobligatoris (%);..;null
2016;Polinyà;estrangers de països de renda baixa o mitjana (%);;5,0
2016;Polinyà;renda mitjana per persona (€);;11784
2016;Pont d'Armentera, el;població ocupada (%);;59,9
2016;Pont d'Armentera, el;treballadors de baixa qualificació (%);..;null
2016;Pont d'Armentera, el;població amb estudis baixos (%);..;null
2016;Pont d'Armentera, el;població jove sense estudis postobligatoris (%);..;null
2016;Pont d'Armentera, el;estrangers de països de renda baixa o mitjana (%);;12,4
2016;Pont d'Armentera, el;renda mitjana per persona (€);;10568
2016;Pont de Bar, el;població ocupada (%);;57,4
2016;Pont de Bar, el;treballadors de baixa qualificació (%);..;null
2016;Pont de Bar, el;població amb estudis baixos (%);..;null
2016;Pont de Bar, el;població jove sense estudis postobligatoris (%);..;null
2016;Pont de Bar, el;estrangers de països de renda baixa o mitjana (%);;1,8
2016;Pont de Bar, el;renda mitjana per persona (€);;11511
2016;Pont de Molins;població ocupada (%);;67,6
2016;Pont de Molins;treballadors de baixa qualificació (%);..;null
2016;Pont de Molins;població amb estudis baixos (%);..;null
2016;Pont de Molins;població jove sense estudis postobligatoris (%);..;null
2016;Pont de Molins;estrangers de països de renda baixa o mitjana (%);;7,9
2016;Pont de Molins;renda mitjana per persona (€);;10988
2016;Pont de Suert, el;població ocupada (%);;61,0
2016;Pont de Suert, el;treballadors de baixa qualificació (%);;14,3
2016;Pont de Suert, el;població amb estudis baixos (%);..;null
2016;Pont de Suert, el;població jove sense estudis postobligatoris (%);..;null
2016;Pont de Suert, el;estrangers de països de renda baixa o mitjana (%);;11,9
2016;Pont de Suert, el;renda mitjana per persona (€);;12413
2016;Pont de Vilomara i Rocafort, el;població ocupada (%);;64,8
2016;Pont de Vilomara i Rocafort, el;treballadors de baixa qualificació (%);;22,2
2016;Pont de Vilomara i Rocafort, el;població amb estudis baixos (%);..;null
2016;Pont de Vilomara i Rocafort, el;població jove sense estudis postobligatoris (%);..;null
2016;Pont de Vilomara i Rocafort, el;estrangers de països de renda baixa o mitjana (%);;5,1
2016;Pont de Vilomara i Rocafort, el;renda mitjana per persona (€);;10971
2016;Pontils;població ocupada (%);;59,4
2016;Pontils;treballadors de baixa qualificació (%);..;null
2016;Pontils;població amb estudis baixos (%);..;null
2016;Pontils;població jove sense estudis postobligatoris (%);..;null
2016;Pontils;estrangers de països de renda baixa o mitjana (%);;1,7
2016;Pontils;renda mitjana per persona (€);;12723
2016;Pontons;població ocupada (%);;53,7
2016;Pontons;treballadors de baixa qualificació (%);..;null
2016;Pontons;població amb estudis baixos (%);..;null
2016;Pontons;població jove sense estudis postobligatoris (%);..;null
2016;Pontons;estrangers de països de renda baixa o mitjana (%);;6,0
2016;Pontons;renda mitjana per persona (€);;11291
2016;Pontós;població ocupada (%);;65,4
2016;Pontós;treballadors de baixa qualificació (%);..;null
2016;Pontós;població amb estudis baixos (%);..;null
2016;Pontós;població jove sense estudis postobligatoris (%);..;null
2016;Pontós;estrangers de països de renda baixa o mitjana (%);;2,1
2016;Pontós;renda mitjana per persona (€);;12509
2016;Ponts;població ocupada (%);;63,6
2016;Ponts;treballadors de baixa qualificació (%);;19,3
2016;Ponts;població amb estudis baixos (%);..;null
2016;Ponts;població jove sense estudis postobligatoris (%);..;null
2016;Ponts;estrangers de països de renda baixa o mitjana (%);;16,5
2016;Ponts;renda mitjana per persona (€);;11189
2016;Porqueres;població ocupada (%);;74,2
2016;Porqueres;treballadors de baixa qualificació (%);;10,2
2016;Porqueres;població amb estudis baixos (%);..;null
2016;Porqueres;població jove sense estudis postobligatoris (%);..;null
2016;Porqueres;estrangers de països de renda baixa o mitjana (%);;4,6
2016;Porqueres;renda mitjana per persona (€);;12648
2016;Porrera;població ocupada (%);;66,5
2016;Porrera;treballadors de baixa qualificació (%);..;null
2016;Porrera;població amb estudis baixos (%);..;null
2016;Porrera;població jove sense estudis postobligatoris (%);..;null
2016;Porrera;estrangers de països de renda baixa o mitjana (%);;3,6
2016;Porrera;renda mitjana per persona (€);;10325
2016;Port de la Selva, el;població ocupada (%);;60,2
2016;Port de la Selva, el;treballadors de baixa qualificació (%);..;null
2016;Port de la Selva, el;població amb estudis baixos (%);..;null
2016;Port de la Selva, el;població jove sense estudis postobligatoris (%);..;null
2016;Port de la Selva, el;estrangers de països de renda baixa o mitjana (%);;14,0
2016;Port de la Selva, el;renda mitjana per persona (€);;13808
2016;Portbou;població ocupada (%);;54,4
2016;Portbou;treballadors de baixa qualificació (%);;15,3
2016;Portbou;població amb estudis baixos (%);..;null
2016;Portbou;població jove sense estudis postobligatoris (%);..;null
2016;Portbou;estrangers de països de renda baixa o mitjana (%);;7,4
2016;Portbou;renda mitjana per persona (€);;13731
2016;Portella, la;població ocupada (%);;66,4
2016;Portella, la;treballadors de baixa qualificació (%);..;null
2016;Portella, la;població amb estudis baixos (%);..;null
2016;Portella, la;població jove sense estudis postobligatoris (%);..;null
2016;Portella, la;estrangers de països de renda baixa o mitjana (%);;37,9
2016;Portella, la;renda mitjana per persona (€);;10911
2016;Pradell de la Teixeta;població ocupada (%);;68,6
2016;Pradell de la Teixeta;treballadors de baixa qualificació (%);..;null
2016;Pradell de la Teixeta;població amb estudis baixos (%);..;null
2016;Pradell de la Teixeta;població jove sense estudis postobligatoris (%);..;null
2016;Pradell de la Teixeta;estrangers de països de renda baixa o mitjana (%);;1,7
2016;Pradell de la Teixeta;renda mitjana per persona (€);;11870
2016;Prades;població ocupada (%);;65,6
2016;Prades;treballadors de baixa qualificació (%);..;null
2016;Prades;població amb estudis baixos (%);..;null
2016;Prades;població jove sense estudis postobligatoris (%);..;null
2016;Prades;estrangers de països de renda baixa o mitjana (%);;11,1
2016;Prades;renda mitjana per persona (€);;10782
2016;Prat de Comte;població ocupada (%);;63,8
2016;Prat de Comte;treballadors de baixa qualificació (%);..;null
2016;Prat de Comte;població amb estudis baixos (%);..;null
2016;Prat de Comte;població jove sense estudis postobligatoris (%);..;null
2016;Prat de Comte;estrangers de països de renda baixa o mitjana (%);;5,6
2016;Prat de Comte;renda mitjana per persona (€);;10465
2016;Prat de Llobregat, el;població ocupada (%);;64,2
2016;Prat de Llobregat, el;treballadors de baixa qualificació (%);;16,2
2016;Prat de Llobregat, el;població amb estudis baixos (%);..;null
2016;Prat de Llobregat, el;població jove sense estudis postobligatoris (%);..;null
2016;Prat de Llobregat, el;estrangers de països de renda baixa o mitjana (%);;6,3
2016;Prat de Llobregat, el;renda mitjana per persona (€);;12089
2016;Pratdip;població ocupada (%);;56,5
2016;Pratdip;treballadors de baixa qualificació (%);..;null
2016;Pratdip;població amb estudis baixos (%);..;null
2016;Pratdip;població jove sense estudis postobligatoris (%);..;null
2016;Pratdip;estrangers de països de renda baixa o mitjana (%);;9,8
2016;Pratdip;renda mitjana per persona (€);;10559
2016;Prats de Lluçanès;població ocupada (%);;69,7
2016;Prats de Lluçanès;treballadors de baixa qualificació (%);;14,7
2016;Prats de Lluçanès;població amb estudis baixos (%);..;null
2016;Prats de Lluçanès;població jove sense estudis postobligatoris (%);..;null
2016;Prats de Lluçanès;estrangers de països de renda baixa o mitjana (%);;3,8
2016;Prats de Lluçanès;renda mitjana per persona (€);;12746
2016;Prats de Rei, els;població ocupada (%);;66,3
2016;Prats de Rei, els;treballadors de baixa qualificació (%);..;null
2016;Prats de Rei, els;població amb estudis baixos (%);..;null
2016;Prats de Rei, els;població jove sense estudis postobligatoris (%);..;null
2016;Prats de Rei, els;estrangers de països de renda baixa o mitjana (%);;0,6
2016;Prats de Rei, els;renda mitjana per persona (€);;12639
2016;Prats i Sansor;població ocupada (%);;62,0
2016;Prats i Sansor;treballadors de baixa qualificació (%);..;null
2016;Prats i Sansor;població amb estudis baixos (%);..;null
2016;Prats i Sansor;població jove sense estudis postobligatoris (%);..;null
2016;Prats i Sansor;estrangers de països de renda baixa o mitjana (%);;1,7
2016;Prats i Sansor;renda mitjana per persona (€);;13756
2016;Preixana;població ocupada (%);;66,2
2016;Preixana;treballadors de baixa qualificació (%);..;null
2016;Preixana;població amb estudis baixos (%);..;null
2016;Preixana;població jove sense estudis postobligatoris (%);..;null
2016;Preixana;estrangers de països de renda baixa o mitjana (%);;3,1
2016;Preixana;renda mitjana per persona (€);;11427
2016;Preixens;població ocupada (%);;61,5
2016;Preixens;treballadors de baixa qualificació (%);..;null
2016;Preixens;població amb estudis baixos (%);..;null
2016;Preixens;població jove sense estudis postobligatoris (%);..;null
2016;Preixens;estrangers de països de renda baixa o mitjana (%);;4,9
2016;Preixens;renda mitjana per persona (€);;10238
2016;Premià de Dalt;població ocupada (%);;63,9
2016;Premià de Dalt;treballadors de baixa qualificació (%);;10,5
2016;Premià de Dalt;població amb estudis baixos (%);..;null
2016;Premià de Dalt;població jove sense estudis postobligatoris (%);..;null
2016;Premià de Dalt;estrangers de països de renda baixa o mitjana (%);;6,0
2016;Premià de Dalt;renda mitjana per persona (€);;15198
2016;Premià de Mar;població ocupada (%);;62,0
2016;Premià de Mar;treballadors de baixa qualificació (%);;11,5
2016;Premià de Mar;població amb estudis baixos (%);..;null
2016;Premià de Mar;població jove sense estudis postobligatoris (%);..;null
2016;Premià de Mar;estrangers de països de renda baixa o mitjana (%);;9,2
2016;Premià de Mar;renda mitjana per persona (€);;12603
2016;Preses, les;població ocupada (%);;74,3
2016;Preses, les;treballadors de baixa qualificació (%);;11,4
2016;Preses, les;població amb estudis baixos (%);..;null
2016;Preses, les;població jove sense estudis postobligatoris (%);..;null
2016;Preses, les;estrangers de països de renda baixa o mitjana (%);;2,4
2016;Preses, les;renda mitjana per persona (€);;13422
2016;Prullans;població ocupada (%);;75,0
2016;Prullans;treballadors de baixa qualificació (%);..;null
2016;Prullans;població amb estudis baixos (%);..;null
2016;Prullans;població jove sense estudis postobligatoris (%);..;null
2016;Prullans;estrangers de països de renda baixa o mitjana (%);;9,1
2016;Prullans;renda mitjana per persona (€);;15213
2016;Puigcerdà;població ocupada (%);;62,7
2016;Puigcerdà;treballadors de baixa qualificació (%);;18,1
2016;Puigcerdà;població amb estudis baixos (%);..;null
2016;Puigcerdà;població jove sense estudis postobligatoris (%);..;null
2016;Puigcerdà;estrangers de països de renda baixa o mitjana (%);;14,3
2016;Puigcerdà;renda mitjana per persona (€);;10482
2016;Puigdàlber;població ocupada (%);;67,6
2016;Puigdàlber;treballadors de baixa qualificació (%);..;null
2016;Puigdàlber;població amb estudis baixos (%);..;null
2016;Puigdàlber;població jove sense estudis postobligatoris (%);..;null
2016;Puigdàlber;estrangers de països de renda baixa o mitjana (%);;2,1
2016;Puigdàlber;renda mitjana per persona (€);;11819
2016;Puiggròs;població ocupada (%);;61,3
2016;Puiggròs;treballadors de baixa qualificació (%);..;null
2016;Puiggròs;població amb estudis baixos (%);..;null
2016;Puiggròs;població jove sense estudis postobligatoris (%);..;null
2016;Puiggròs;estrangers de països de renda baixa o mitjana (%);;2,1
2016;Puiggròs;renda mitjana per persona (€);;11016
2016;Puigpelat;població ocupada (%);;70,0
2016;Puigpelat;treballadors de baixa qualificació (%);;15,9
2016;Puigpelat;població amb estudis baixos (%);..;null
2016;Puigpelat;població jove sense estudis postobligatoris (%);..;null
2016;Puigpelat;estrangers de països de renda baixa o mitjana (%);;4,7
2016;Puigpelat;renda mitjana per persona (€);;12795
2016;Puig-reig;població ocupada (%);;62,9
2016;Puig-reig;treballadors de baixa qualificació (%);;13,6
2016;Puig-reig;població amb estudis baixos (%);..;null
2016;Puig-reig;població jove sense estudis postobligatoris (%);..;null
2016;Puig-reig;estrangers de països de renda baixa o mitjana (%);;4,1
2016;Puig-reig;renda mitjana per persona (€);;12582
2016;Puigverd d'Agramunt;població ocupada (%);;69,6
2016;Puigverd d'Agramunt;treballadors de baixa qualificació (%);..;null
2016;Puigverd d'Agramunt;població amb estudis baixos (%);..;null
2016;Puigverd d'Agramunt;població jove sense estudis postobligatoris (%);..;null
2016;Puigverd d'Agramunt;estrangers de països de renda baixa o mitjana (%);;16,9
2016;Puigverd d'Agramunt;renda mitjana per persona (€);;11045
2016;Puigverd de Lleida;població ocupada (%);;66,9
2016;Puigverd de Lleida;treballadors de baixa qualificació (%);;13,9
2016;Puigverd de Lleida;població amb estudis baixos (%);..;null
2016;Puigverd de Lleida;població jove sense estudis postobligatoris (%);..;null
2016;Puigverd de Lleida;estrangers de països de renda baixa o mitjana (%);;5,9
2016;Puigverd de Lleida;renda mitjana per persona (€);;10849
2016;Pujalt;població ocupada (%);;83,4
2016;Pujalt;treballadors de baixa qualificació (%);..;null
2016;Pujalt;població amb estudis baixos (%);..;null
2016;Pujalt;població jove sense estudis postobligatoris (%);..;null
2016;Pujalt;estrangers de països de renda baixa o mitjana (%);;1,0
2016;Pujalt;renda mitjana per persona (€);;13766
2016;Quar, la;població ocupada (%);;62,1
2016;Quar, la;treballadors de baixa qualificació (%);..;null
2016;Quar, la;població amb estudis baixos (%);..;null
2016;Quar, la;població jove sense estudis postobligatoris (%);..;null
2016;Quar, la;estrangers de països de renda baixa o mitjana (%);;11,1
2016;Quar, la;renda mitjana per persona (€);..;null
2016;Quart;població ocupada (%);;74,3
2016;Quart;treballadors de baixa qualificació (%);;8,9
2016;Quart;població amb estudis baixos (%);..;null
2016;Quart;població jove sense estudis postobligatoris (%);..;null
2016;Quart;estrangers de països de renda baixa o mitjana (%);;3,1
2016;Quart;renda mitjana per persona (€);;13708
2016;Queralbs;població ocupada (%);;71,3
2016;Queralbs;treballadors de baixa qualificació (%);..;null
2016;Queralbs;població amb estudis baixos (%);..;null
2016;Queralbs;població jove sense estudis postobligatoris (%);..;null
2016;Queralbs;estrangers de països de renda baixa o mitjana (%);;2,3
2016;Queralbs;renda mitjana per persona (€);;14758
2016;Querol;població ocupada (%);;41,9
2016;Querol;treballadors de baixa qualificació (%);..;null
2016;Querol;població amb estudis baixos (%);..;null
2016;Querol;població jove sense estudis postobligatoris (%);..;null
2016;Querol;estrangers de països de renda baixa o mitjana (%);;2,6
2016;Querol;renda mitjana per persona (€);;11013
2016;Rabós;població ocupada (%);;70,9
2016;Rabós;treballadors de baixa qualificació (%);..;null
2016;Rabós;població amb estudis baixos (%);..;null
2016;Rabós;població jove sense estudis postobligatoris (%);..;null
2016;Rabós;estrangers de països de renda baixa o mitjana (%);;3,2
2016;Rabós;renda mitjana per persona (€);;10921
2016;Rajadell;població ocupada (%);;72,9
2016;Rajadell;treballadors de baixa qualificació (%);..;null
2016;Rajadell;població amb estudis baixos (%);..;null
2016;Rajadell;població jove sense estudis postobligatoris (%);..;null
2016;Rajadell;estrangers de països de renda baixa o mitjana (%);;2,6
2016;Rajadell;renda mitjana per persona (€);;17811
2016;Ràpita, la;població ocupada (%);;52,9
2016;Ràpita, la;treballadors de baixa qualificació (%);;13,9
2016;Ràpita, la;població amb estudis baixos (%);..;null
2016;Ràpita, la;població jove sense estudis postobligatoris (%);..;null
2016;Ràpita, la;estrangers de països de renda baixa o mitjana (%);;12,5
2016;Ràpita, la;renda mitjana per persona (€);;9756
2016;Rasquera;població ocupada (%);;55,5
2016;Rasquera;treballadors de baixa qualificació (%);..;null
2016;Rasquera;població amb estudis baixos (%);..;null
2016;Rasquera;població jove sense estudis postobligatoris (%);..;null
2016;Rasquera;estrangers de països de renda baixa o mitjana (%);;6,1
2016;Rasquera;renda mitjana per persona (€);;8872
2016;Regencós;població ocupada (%);;63,8
2016;Regencós;treballadors de baixa qualificació (%);..;null
2016;Regencós;població amb estudis baixos (%);..;null
2016;Regencós;població jove sense estudis postobligatoris (%);..;null
2016;Regencós;estrangers de països de renda baixa o mitjana (%);;4,7
2016;Regencós;renda mitjana per persona (€);;12151
2016;Rellinars;població ocupada (%);;65,2
2016;Rellinars;treballadors de baixa qualificació (%);..;null
2016;Rellinars;població amb estudis baixos (%);..;null
2016;Rellinars;població jove sense estudis postobligatoris (%);..;null
2016;Rellinars;estrangers de països de renda baixa o mitjana (%);;2,1
2016;Rellinars;renda mitjana per persona (€);;11897
2016;Renau;població ocupada (%);;60,2
2016;Renau;treballadors de baixa qualificació (%);..;null
2016;Renau;població amb estudis baixos (%);..;null
2016;Renau;població jove sense estudis postobligatoris (%);..;null
2016;Renau;estrangers de països de renda baixa o mitjana (%);;2,7
2016;Renau;renda mitjana per persona (€);;12952
2016;Reus;població ocupada (%);;59,0
2016;Reus;treballadors de baixa qualificació (%);;14,1
2016;Reus;població amb estudis baixos (%);..;null
2016;Reus;població jove sense estudis postobligatoris (%);..;null
2016;Reus;estrangers de països de renda baixa o mitjana (%);;14,3
2016;Reus;renda mitjana per persona (€);;11146
2016;Rialp;població ocupada (%);;66,2
2016;Rialp;treballadors de baixa qualificació (%);..;null
2016;Rialp;població amb estudis baixos (%);..;null
2016;Rialp;població jove sense estudis postobligatoris (%);..;null
2016;Rialp;estrangers de països de renda baixa o mitjana (%);;8,1
2016;Rialp;renda mitjana per persona (€);;13117
2016;Riba, la;població ocupada (%);;68,5
2016;Riba, la;treballadors de baixa qualificació (%);..;null
2016;Riba, la;població amb estudis baixos (%);..;null
2016;Riba, la;població jove sense estudis postobligatoris (%);..;null
2016;Riba, la;estrangers de països de renda baixa o mitjana (%);;6,4
2016;Riba, la;renda mitjana per persona (€);;14780
2016;Riba-roja d'Ebre;població ocupada (%);;52,7
2016;Riba-roja d'Ebre;treballadors de baixa qualificació (%);;12,8
2016;Riba-roja d'Ebre;població amb estudis baixos (%);..;null
2016;Riba-roja d'Ebre;població jove sense estudis postobligatoris (%);..;null
2016;Riba-roja d'Ebre;estrangers de països de renda baixa o mitjana (%);;2,4
2016;Riba-roja d'Ebre;renda mitjana per persona (€);;12185
2016;Ribera d'Ondara;població ocupada (%);;66,8
2016;Ribera d'Ondara;treballadors de baixa qualificació (%);..;null
2016;Ribera d'Ondara;població amb estudis baixos (%);..;null
2016;Ribera d'Ondara;població jove sense estudis postobligatoris (%);..;null
2016;Ribera d'Ondara;estrangers de països de renda baixa o mitjana (%);;2,2
2016;Ribera d'Ondara;renda mitjana per persona (€);;11692
2016;Ribera d'Urgellet;població ocupada (%);;55,3
2016;Ribera d'Urgellet;treballadors de baixa qualificació (%);..;null
2016;Ribera d'Urgellet;població amb estudis baixos (%);..;null
2016;Ribera d'Urgellet;població jove sense estudis postobligatoris (%);..;null
2016;Ribera d'Urgellet;estrangers de països de renda baixa o mitjana (%);;7,3
2016;Ribera d'Urgellet;renda mitjana per persona (€);;9643
2016;Ribes de Freser;població ocupada (%);;69,4
2016;Ribes de Freser;treballadors de baixa qualificació (%);;19,9
2016;Ribes de Freser;població amb estudis baixos (%);..;null
2016;Ribes de Freser;població jove sense estudis postobligatoris (%);..;null
2016;Ribes de Freser;estrangers de països de renda baixa o mitjana (%);;4,6
2016;Ribes de Freser;renda mitjana per persona (€);;13372
2016;Riells i Viabrea;població ocupada (%);;61,7
2016;Riells i Viabrea;treballadors de baixa qualificació (%);;19,0
2016;Riells i Viabrea;població amb estudis baixos (%);..;null
2016;Riells i Viabrea;població jove sense estudis postobligatoris (%);..;null
2016;Riells i Viabrea;estrangers de països de renda baixa o mitjana (%);;2,4
2016;Riells i Viabrea;renda mitjana per persona (€);;11048
2016;Riera de Gaià, la;població ocupada (%);;69,2
2016;Riera de Gaià, la;treballadors de baixa qualificació (%);;8,2
2016;Riera de Gaià, la;població amb estudis baixos (%);..;null
2016;Riera de Gaià, la;població jove sense estudis postobligatoris (%);..;null
2016;Riera de Gaià, la;estrangers de països de renda baixa o mitjana (%);;7,1
2016;Riera de Gaià, la;renda mitjana per persona (€);;11726
2016;Riner;població ocupada (%);;69,9
2016;Riner;treballadors de baixa qualificació (%);..;null
2016;Riner;població amb estudis baixos (%);..;null
2016;Riner;població jove sense estudis postobligatoris (%);..;null
2016;Riner;estrangers de països de renda baixa o mitjana (%);;4,2
2016;Riner;renda mitjana per persona (€);;12683
2016;Ripoll;població ocupada (%);;66,0
2016;Ripoll;treballadors de baixa qualificació (%);;20,2
2016;Ripoll;població amb estudis baixos (%);..;null
2016;Ripoll;població jove sense estudis postobligatoris (%);..;null
2016;Ripoll;estrangers de països de renda baixa o mitjana (%);;9,8
2016;Ripoll;renda mitjana per persona (€);;12668
2016;Ripollet;població ocupada (%);;63,8
2016;Ripollet;treballadors de baixa qualificació (%);;15,2
2016;Ripollet;població amb estudis baixos (%);..;null
2016;Ripollet;població jove sense estudis postobligatoris (%);..;null
2016;Ripollet;estrangers de països de renda baixa o mitjana (%);;9,1
2016;Ripollet;renda mitjana per persona (€);;11200
2016;Riu de Cerdanya;població ocupada (%);;66,0
2016;Riu de Cerdanya;treballadors de baixa qualificació (%);..;null
2016;Riu de Cerdanya;població amb estudis baixos (%);..;null
2016;Riu de Cerdanya;població jove sense estudis postobligatoris (%);..;null
2016;Riu de Cerdanya;estrangers de països de renda baixa o mitjana (%);;1,0
2016;Riu de Cerdanya;renda mitjana per persona (€);..;null
2016;Riudarenes;població ocupada (%);;63,1
2016;Riudarenes;treballadors de baixa qualificació (%);;19,4
2016;Riudarenes;població amb estudis baixos (%);..;null
2016;Riudarenes;població jove sense estudis postobligatoris (%);..;null
2016;Riudarenes;estrangers de països de renda baixa o mitjana (%);;8,2
2016;Riudarenes;renda mitjana per persona (€);;11448
2016;Riudaura;població ocupada (%);;74,1
2016;Riudaura;treballadors de baixa qualificació (%);..;null
2016;Riudaura;població amb estudis baixos (%);..;null
2016;Riudaura;població jove sense estudis postobligatoris (%);..;null
2016;Riudaura;estrangers de països de renda baixa o mitjana (%);;1,3
2016;Riudaura;renda mitjana per persona (€);;13216
2016;Riudecanyes;població ocupada (%);;58,0
2016;Riudecanyes;treballadors de baixa qualificació (%);;14,5
2016;Riudecanyes;població amb estudis baixos (%);..;null
2016;Riudecanyes;població jove sense estudis postobligatoris (%);..;null
2016;Riudecanyes;estrangers de països de renda baixa o mitjana (%);;9,3
2016;Riudecanyes;renda mitjana per persona (€);;10297
2016;Riudecols;població ocupada (%);;71,0
2016;Riudecols;treballadors de baixa qualificació (%);;9,6
2016;Riudecols;població amb estudis baixos (%);..;null
2016;Riudecols;població jove sense estudis postobligatoris (%);..;null
2016;Riudecols;estrangers de països de renda baixa o mitjana (%);;8,0
2016;Riudecols;renda mitjana per persona (€);;12202
2016;Riudellots de la Selva;població ocupada (%);;74,0
2016;Riudellots de la Selva;treballadors de baixa qualificació (%);;16,6
2016;Riudellots de la Selva;població amb estudis baixos (%);..;null
2016;Riudellots de la Selva;població jove sense estudis postobligatoris (%);..;null
2016;Riudellots de la Selva;estrangers de països de renda baixa o mitjana (%);;13,2
2016;Riudellots de la Selva;renda mitjana per persona (€);;13389
2016;Riudoms;població ocupada (%);;62,6
2016;Riudoms;treballadors de baixa qualificació (%);;18,1
2016;Riudoms;població amb estudis baixos (%);..;null
2016;Riudoms;població jove sense estudis postobligatoris (%);..;null
2016;Riudoms;estrangers de països de renda baixa o mitjana (%);;12,3
2016;Riudoms;renda mitjana per persona (€);;10479
2016;Riumors;població ocupada (%);;71,1
2016;Riumors;treballadors de baixa qualificació (%);..;null
2016;Riumors;població amb estudis baixos (%);..;null
2016;Riumors;població jove sense estudis postobligatoris (%);..;null
2016;Riumors;estrangers de països de renda baixa o mitjana (%);;7,1
2016;Riumors;renda mitjana per persona (€);;10781
2016;Roca del Vallès, la;població ocupada (%);;68,5
2016;Roca del Vallès, la;treballadors de baixa qualificació (%);;11,2
2016;Roca del Vallès, la;població amb estudis baixos (%);..;null
2016;Roca del Vallès, la;població jove sense estudis postobligatoris (%);..;null
2016;Roca del Vallès, la;estrangers de països de renda baixa o mitjana (%);;3,0
2016;Roca del Vallès, la;renda mitjana per persona (€);;13764
2016;Rocafort de Queralt;població ocupada (%);;60,4
2016;Rocafort de Queralt;treballadors de baixa qualificació (%);..;null
2016;Rocafort de Queralt;població amb estudis baixos (%);..;null
2016;Rocafort de Queralt;població jove sense estudis postobligatoris (%);..;null
2016;Rocafort de Queralt;estrangers de països de renda baixa o mitjana (%);;11,6
2016;Rocafort de Queralt;renda mitjana per persona (€);;11687
2016;Roda de Berà;població ocupada (%);;56,4
2016;Roda de Berà;treballadors de baixa qualificació (%);;13,0
2016;Roda de Berà;població amb estudis baixos (%);..;null
2016;Roda de Berà;població jove sense estudis postobligatoris (%);..;null
2016;Roda de Berà;estrangers de països de renda baixa o mitjana (%);;9,0
2016;Roda de Berà;renda mitjana per persona (€);;11158
2016;Roda de Ter;població ocupada (%);;67,8
2016;Roda de Ter;treballadors de baixa qualificació (%);;16,0
2016;Roda de Ter;població amb estudis baixos (%);..;null
2016;Roda de Ter;població jove sense estudis postobligatoris (%);..;null
2016;Roda de Ter;estrangers de països de renda baixa o mitjana (%);;7,8
2016;Roda de Ter;renda mitjana per persona (€);;12064
2016;Rodonyà;població ocupada (%);;61,6
2016;Rodonyà;treballadors de baixa qualificació (%);..;null
2016;Rodonyà;població amb estudis baixos (%);..;null
2016;Rodonyà;població jove sense estudis postobligatoris (%);..;null
2016;Rodonyà;estrangers de països de renda baixa o mitjana (%);;9,3
2016;Rodonyà;renda mitjana per persona (€);;10333
2016;Roquetes;població ocupada (%);;59,2
2016;Roquetes;treballadors de baixa qualificació (%);;14,9
2016;Roquetes;població amb estudis baixos (%);..;null
2016;Roquetes;població jove sense estudis postobligatoris (%);..;null
2016;Roquetes;estrangers de països de renda baixa o mitjana (%);;12,8
2016;Roquetes;renda mitjana per persona (€);;10003
